SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,SQ8,SQ9,SQ10,SQ11,SQ12,SQ13,SQ14,SQ15,SQ16,SQ17,SQ18,SQ19,SQ20,SQ21,SQ22,SQ23,SQ24,SQ25,SQ26,SQ27,SQ28,SQ29,SQ30,SQ31,SQ32,SQ33,SQ34,SQ35,SQ36,SQ37,SQ38,SQ39,SQ40,SQ41,SQ42,SQ43,SQ44,SQ45,SQ46,SQ47,SQ48,SQ49,SQ50,SQ51,SQ52,SQ53,SQ54,SQ55,SQ56,SQ57,SQ58,SQ59,SQ60,SQ61,SQ62,SQ63,SQ64,SQ65,SQ66,SQ67,SQ68
UserTesting,2022-04-28 21:03:26 UTC,Woman,White or Caucasian,60505 (Aurora),,60505,,Work freelance/Independent contractor/Consultant,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Academy or Bootcamp, Self-taught, Vocational training / Certificate program",No,Graphic Designer,,,"A year from now, I plan to stay in this role",,,,,,,Compensation,Entry-level - 1-3 years,Strongly Disagree,I have not been promoted.,Yes,Yes,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,A raise,No,41-50,Neutral / Neither agree nor disagree,"Low deductibles, Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,626b011e64437f25e30986dd,,,,,,desktop
UserTesting,2022-04-28 21:40:53 UTC,Woman,Asian or Pacific Islander,60610 (Chicago),,60610,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Post-graduate degree (Master’s degree or equivalent), Self-taught",No,Software Developer,,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Inclusion at your workplace, Compensation, Equitable opportunities for parents",Intermediate level - 5-10 years,Agree,Every 2 years,Yes,Yes,Agree,Disagree,Agree,Agree,Disagree,Agree,A raise,No,31-40,Disagree,"Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare, Coverage for people living with disabilities",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,626b09e5a286114bd65ad767,,,,,,desktop
UserTesting,2022-04-28 21:43:40 UTC,Woman,White or Caucasian,60657 (Chicago),,60657,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Network Architect,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Advancement in your role",Entry-level - 1-3 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,No,Neutral / Neither agree nor disagree,Agree,Agree,Disagree,Neutral / Neither agree nor disagree,Agree,A bonus,No,51-60,Agree,"Low Copays and prescription costs, That I have insurance at all, Low deductibles",We have a hybrid work environment e.g. a mix between in-person and remote.,"It would definitely weigh on me, but it would not be an immediate reason to leave",,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,626b0a8c30f7c72a6e71589b,,,,,,desktop
UserTesting,2022-04-28 21:50:29 UTC,Woman,Black or African American,60044 (Lake Bluff),,60044,,Work part-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Computer & Information Systems Manager,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Representation of people in my gender, Inclusion at your workplace",Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Strongly Agree,Agree,Agree,Agree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,A bonus,No,21-30,Agree,"Having 100% of my plan covered by my employer each month, Low deductibles, Coverage for emergencies",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,626b0c25f58c217ba02d2e9b,,,,,,desktop
UserTesting,2022-04-28 21:55:45 UTC,Woman,White or Caucasian,60061 (Vernon Hills),,60061,,Work full-time,I am a parent or caretaker of children.,"4-year University or College degree (Bachelor’s degree or equivalent), Post-graduate degree (Master’s degree or equivalent)",No,Other,Yes,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Equitable opportunities for parents",Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Agree,Strongly Agree,Neutral / Neither agree nor disagree,Agree,Agree,Neutral / Neither agree nor disagree,Switching from one company to another,I don't know.,41-50,Strongly Agree,"Having 100% of my plan covered by my employer each month, Low deductibles, Dependent coverage",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,626b0d618e89b661cf4a9c29,,,,,,desktop
UserTesting,2022-04-28 22:02:47 UTC,Woman,Black or African American,60472 (Robbins),,60472,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Computer Programmer,,,I plan to exit this role in 12 months or less,,,,,,,Compensation,Senior-level - 20+ years,Strongly Agree,Every 4 years or more,No,No,Strongly Agree,Neutral / Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,A raise,No,31-40,Strongly Agree,"Diverse options for PPO plans, Comprehensive plan options spanning vision, dental, and overall healthcare, Low deductibles",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,The User Testing Platform(usertesting.com),five,626b0f07b1ad7f60c4491bd6,,,,,,desktop
UserTesting,2022-04-28 22:11:15 UTC,Woman,White or Caucasian,60115 (DeKalb),,60115,,Work full-time,I am a caretaker of adults.,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Taught on the job",No,Other,Yes,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Management support, Compensation",Entry-level - 1-3 years,Strongly Agree,I have not been promoted.,Yes,No,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,A bonus,No,41-50,Disagree,"Comprehensive plan options spanning vision, dental, and overall healthcare, That I have insurance at all",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,626b1103240e8b58c076a6ce,,,,,,desktop
UserTesting,2022-04-28 22:17:01 UTC,Woman,Asian or Pacific Islander,60025 (Glenview),,60025,,Work part-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Taught on the job, Vocational training / Certificate program",No,Product Designer,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Inclusion at your workplace, Advancement in your role, Representation of people in my race, Equitable opportunities for parents",Entry-level - 1-3 years,Strongly Disagree,I have not been promoted.,Yes,Yes,Disagree,Agree,Neutral / Neither agree nor disagree,Disagree,Neutral / Neither agree nor disagree,Agree,N/A,No,31-40,Disagree,"Having 100% of my plan covered by my employer each month, Low deductibles, Low Copays and prescription costs",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,626b125dc8876d56aa31411f,,,,,,desktop
UserTesting,2022-04-28 22:33:37 UTC,Woman,White or Caucasian,60622 (Chicago),,60622,,Work full-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Taught on the job",No,User Experience Designer,,,"A year from now, I plan to stay in this role",,,,,,,"Advancement in your role, Inclusion at your workplace, Management support, Compensation, Representation of people in my gender",Intermediate level - 5-10 years,Strongly Agree,Every 2 years,Yes,Yes,Agree,Disagree,Agree,Agree,Agree,Agree,A promotion,No,31-40,Neutral / Neither agree nor disagree,"Having 100% of my plan covered by my employer each month, Comprehensive plan options spanning vision, dental, and overall healthcare, Coverage for emergencies",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,626b1641cd5267162645f03c,,,,,,desktop
UserTesting,2022-04-28 23:01:45 UTC,Woman,Multiracial or Biracial,60601 (Chicago),,60601,,Work full-time,None of the above,"Post-graduate degree (Master’s degree or equivalent), Self-taught",No,Product Manager,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Advancement in your role",Intermediate level - 5-10 years,Neutral / Neither agree nor disagree,Every 3 years,Yes,No,Neutral / Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,A bonus,No,70+,Neutral / Neither agree nor disagree,"Spousal coverage, That I have insurance at all, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,626b1cd9dbec7419a27f0022,,,,,,desktop
UserTesting,2022-04-28 23:08:11 UTC,Woman,Black or African American,60619 (Chicago),,60619,,Work freelance/Independent contractor/Consultant,None of the above,"2-year college degree (Associate degree), Advanced post-graduate degree (e.g., Ph.D., law degree, medical degree), Academy or Bootcamp, Vocational training / Certificate program, Self-taught, High school or below",No,Web Developer,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Management support",Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Agree,Neutral / Neither agree nor disagree,Agree,Neutral / Neither agree nor disagree,Agree,Strongly Agree,A bonus,No,31-40,Disagree,"Comprehensive plan options spanning vision, dental, and overall healthcare, That I have insurance at all",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,626b1e5be693392fe85203f0,,,,,,desktop
UserTesting,2022-04-28 23:50:35 UTC,Woman,Asian or Pacific Islander,60657 (Chicago),,60657,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Product Designer,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Advancement in your role, Inclusion at your workplace, Management support",Entry-level - 1-3 years,Neutral / Neither agree nor disagree,I have not been promoted.,Yes,Yes,Agree,Neutral / Neither agree nor disagree,Agree,Strongly Agree,Disagree,Disagree,A raise,No,44885,Agree,"Having 100% of my plan covered by my employer each month, Low deductibles, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,626b284be2c0661cbe30d60c,,,,,,desktop
UserTesting,2022-04-29 00:28:33 UTC,Woman,Black or African American,60612 (Chicago),,60612,,Work part-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), Advanced post-graduate degree (e.g., Ph.D., law degree, medical degree)",No,Information Security Analyst,,,I plan to exit this role in 12 months or less,,,,,,,"Advancement in your role, Compensation",Intermediate level - 5-10 years,Agree,Every 2 years,Yes,Yes,Agree,Agree,Agree,Strongly Agree,Agree,Agree,A bonus,No,31-40,Strongly Agree,"Coverage for emergencies, Low deductibles, Comprehensive plan options spanning vision, dental, and overall healthcare",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,626b3131935e4a44f03a9cf3,,,,,,desktop
UserTesting,2022-04-29 01:08:09 UTC,Woman,Multiracial or Biracial,60056 (Mount Prospect),,60056,,Work part-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Graphic Designer,,,I plan to exit this role in 12 months or less,,,,,,,Compensation,Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Agree,Neutral / Neither agree nor disagree,Agree,Agree,Agree,Neutral / Neither agree nor disagree,A bonus,No,21-30,Neutral / Neither agree nor disagree,That I have insurance at all,We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,626b3a7946707d7dfc37ffea,,,,,,desktop
UserTesting,2022-04-29 02:26:02 UTC,Woman,White or Caucasian,60645 (Chicago),,60645,,Work part-time,I am a parent or caretaker of children.,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Self-taught, Taught on the job, Vocational training / Certificate program",No,Graphic Designer,,,I plan to exit this role in 12 months or less,,,,,,,"Compensation, Advancement in your role, Inclusion at your workplace",Entry-level - 1-3 years,Agree,I have not been promoted.,Yes,Yes,Neutral / Neither agree nor disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,A bonus,No,44885,Disagree,"Coverage for emergencies, Comprehensive plan options spanning vision, dental, and overall healthcare, Spousal coverage",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,626b4cbada3c48563e45f257,,,,,,desktop
UserTesting,2022-04-29 03:01:31 UTC,Woman,Hispanic or Latino,60625 (Chicago),,60625,,Work part-time,None of the above,"4-year University or College degree (Bachelor’s degree or equivalent), High school or below, Self-taught, Taught on the job",No,Computer & Information Systems Manager,,,"A year from now, I plan to stay in this role",,,,,,,Compensation,Intermediate level - 5-10 years,Agree,Every year,Yes,Yes,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,Strongly Agree,Agree,Agree,Strongly Agree,A promotion,No,44885,Agree,"Coverage for emergencies, That I have insurance at all, Comprehensive plan options spanning vision, dental, and overall healthcare",We all work in-person,,,,,,,,,,,,,,,,,,,Yes,Useretesting.com,five,626b550b2e565a358e716e7a,,,,,,desktop
UserTesting,2022-04-29 03:12:03 UTC,Woman,Black or African American,60610 (Chicago),,60610,,Work part-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Visual Designer,,,"A year from now, I plan to stay in this role",,,,,,,"Representation of people in my gender, Compensation",Intermediate level - 5-10 years,Strongly Agree,Every 3 years,Yes,Yes,Agree,Strongly Agree,Strongly Agree,Agree,Neutral / Neither agree nor disagree,Neutral / Neither agree nor disagree,A raise,Yes,41-50,Neutral / Neither agree nor disagree,"Having 100% of my plan covered by my employer each month, Low Copays and prescription costs",We have a hybrid work environment e.g. a mix between in-person and remote.,No,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,626b5783e23659135c106600,,,,,,desktop
UserTesting,2022-04-29 03:34:29 UTC,Woman,Asian or Pacific Islander,60611 (Chicago),,60611,,Work full-time,None of the above,4-year University or College degree (Bachelor’s degree or equivalent),No,Data Scientist,,,"A year from now, I plan to stay in this role",,,,,,,"Inclusion at your workplace, Management support, Compensation, Advancement in your role",Entry-level - 1-3 years,Strongly Agree,Every year,Yes,Yes,Strongly Agree,Agree,Agree,Strongly Agree,Neutral / Neither agree nor disagree,Strongly Agree,A raise,No,31-40,Agree,"Having 100% of my plan covered by my employer each month, Diverse options for PPO plans, Low deductibles",We all work remotely.,Yes,,,,,,,,,,,,,,,,,,No,User Testing,five,626b5cc51d2d46600d612664,,,,,,desktop
UserTesting,2022-04-29 23:19:30 UTC,Woman,White or Caucasian,60134 (Geneva),,60134,,Work full-time,I am a parent or caretaker of children.,Post-graduate degree (Master’s degree or equivalent),No,Digital interface Designer,,,"A year from now, I plan to stay in this role",,,,,,,"Compensation, Management support, Abililty to work from home and flexible schedule",Senior-level - 20+ years,Strongly Disagree,Every 4 years or more,No,Yes,Neutral / Neither agree nor disagree,Agree,Agree,Strongly Agree,Agree,Disagree,A raise,I don't know.,41-50,Agree,"Comprehensive plan options spanning vision, dental, and overall healthcare, Diverse options for PPO plans, That I have insurance at all",We have a hybrid work environment e.g. a mix between in-person and remote.,Yes,,,,,,,,,,,,,,,,,,No,Useretesting.com,five,626c7282da018139c76fdb4f,,,,,,desktop
